Brand,Model Name,Price,Rating,SIM Type,Hybrid Sim Slot,Touchscreen,Display_size,Operating System,Processor Core,Internal Storage,Primary Camera,Secondary Camera,Network Type,Bluetooth Version,Wi-Fi,GPS Support,SIM Size,Battery Capacity,Width,Height,Weight,SIM Type,Hybrid Sim Slot,Dual Camera Lens,Color
REDMI,Note 12 Pro+ 5G,29999,4.2,Dual Sim,No,Yes,6.67,Android 12,Octa Core,256 GB,200MP + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,4980 mAh,76.03 mm,162.9 mm,208 g,Dual Sim,No,Primary Camera,Iceberg Blue
APPLE,iPhone 13,52499,4.7,Dual Sim,No,Yes,6.1,iOS 15,Hexa Core,128 GB,12MP + 12MP,12MP Front Camera,"5G, 4G, 3G, 2G",v5.0,Yes,Yes,Nano + eSIM,4980 mAh,71.5 mm,146.7 mm,173 g,Dual Sim,No,Primary Camera,(PRODUCT)RED
REDMI,A1+,6299,4.2,Dual Sim,No,Yes,6.52,Android 12 Go,Quad Core,32 GB,8MP Rear Camera,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.75 mm,164.9 mm,192 g,Dual Sim,No,Primary Camera,Light Green
SAMSUNG,Galaxy F14 5G,13990,4.2,Dual Sim,No,Yes,6.6,Android 13,Octa Core,128 GB,50MP + 2MP,13MP Front Camera,"2G, 3G, 4G, 5G",v5.2,Yes,Yes,Nano Sim,6000 mAh,77.2 mm,166.8 mm,205 g,Dual Sim,No,Primary Camera,B.A.E. Purple
POCO,C55,7499,4.2,Dual Sim,No,Yes,6.71,Android 12,Octa Core,64 GB,50MP Dual Rear Camera,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.41 mm,168.76 mm,192 g,Dual Sim,No,,Power Black
POCO,M4 5G,10999,4.2,Dual Sim,No,Yes,6.58,Android 12,Octa Core,64 GB,50MP + 2MP,8MP Front Camera,"5G, 4G, 3G, 2G",v5.1,Yes,Yes,Nano,5000 mAh,76.09 mm,163.99 mm,200 g,Dual Sim,No,Primary Camera,Cool Blue
realme,10 Pro 5G,16999,4.3,Dual Sim,Yes,Yes,6.72,Android 13,Octa Core,128 GB,108MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.1,,Yes,Nano Sim,5000 mAh,74.2 mm,163.7 mm,190 g,Dual Sim,Yes,Primary Camera,Nebula Blue
POCO,M4 Pro,14999,4.3,Dual Sim,No,Yes,6.43,Android 11,Octa Core,64 GB,64MP + 8MP + 2MP,16MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,73.8 mm,159.8 mm,179.5 g,Dual Sim,No,Primary Camera,Yellow
MOTOROLA,e13,8999,3.9,Dual Sim,No,Yes,6.5,Android 13 (Go Edition),Octa Core,128 GB,13MP Rear Camera,5MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,74.95 mm,164.19 mm,179.5 g,Dual Sim,No,,Aurora Green
SAMSUNG,Galaxy F13,11999,4.3,Dual Sim,No,Yes,6.6,Android 12,Octa Core,128 GB,50MP + 5MP + 2MP,8MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,6000 mAh,76.9 mm,165.4 mm,207 g,Dual Sim,No,Primary Camera,Waterfall Blue
realme,Narzo N53,9798,4.2,Dual Sim,No,Yes,6.74,Android Android 13.0,Octa Core,64 GB,50MP Rear Camera,,4G VOLTE,,,,Nano Sim,5000 mAh,76.9 mm,165.4 mm,207 g,Dual Sim,No,Primary Camera,Feather Black
Kechaoda,K112,1615,4,Triple Sim,No,No,2.4,,,64 MB,0.3MP Rear Camera,,2G,,No,,,3600 mAh,76.9 mm,165.4 mm,207 g,Triple Sim,No,,Green
REDMI,Note 12,14999,4.1,Dual Sim,No,Yes,6.67,Android 13,Octa Core,128 GB,50MP + 8MP + 2MP,13MP Front Camera,"2G, 3G, 4G, 4G VOLTE",v5.0,Yes,Yes,Nano Sim,5000 mAh,75.96 mm,165.66 mm,186 g,Dual Sim,No,Primary Camera,Lunar Black
POCO,X5 5G,14999,4.1,Dual Sim,Yes,Yes,6.67,Android 12,Octa Core,128 GB,48MP + 8MP + 2MP,13MP Front Camera,"2G, 3G, 4G, 4G VOLTE, 5G",v5.1,Yes,Yes,Nano Sim,5000 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,Yes,Primary Camera,Supernova Green
OnePlus,11R 5G,39226,4.5,Dual Sim,No,Yes,6.7,Android OxygenOS based on Android 13,Octa Core,128 GB,50MP Rear Camera,,5G,,,,Nano Sim,5000 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,No,Primary Camera,Galactic Silver
REDMI,A2,7050,4.1,Dual Sim,No,Yes,6.52,Android Android 13.0,Octa Core,32 GB,8MP Rear Camera,,4G VOLTE,,,,Nano Sim,5000 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,No,Primary Camera,Classic Black
LAVA,A3 VIBE,1289,4.1,Dual Sim,No,No,1.77,,,32 MB,0.3MP Rear Camera,0.3MP Front Camera,2G,2,No,No,Full Size Sim,1750 mAh,4 mm,15 mm,109 g,Dual Sim,No,,WHITE BEIGE PA
GFive,U873,699,3.5,Dual Sim,No,No,1.8,,,32 MB,0.3MP Rear Camera,,3G,,No,,Normal SIM,1000 mAh,4 mm,15 mm,109 g,Dual Sim,No,,Blue Red
APPLE,iPhone 13,61499,4.7,Dual Sim,No,Yes,6.1,iOS 15,Hexa Core,256 GB,12MP + 12MP,12MP Front Camera,"5G, 4G, 3G, 2G",v5.0,Yes,Yes,Nano + eSIM,3240 mAh,71.5 mm,146.7 mm,173 g,Dual Sim,No,Primary Camera,Starlight
APPLE,iPhone 12,48999,4.6,Dual Sim,No,Yes,6.1,iOS 14,,64 GB,12MP + 12MP,12MP Front Camera,"5G, 4G, 3G, 2G",v5.0,Yes,Yes,Nano + eSIM,2815 mAh,71.5 mm,146.7 mm,162 g,Dual Sim,No,Primary Camera,Blue
SAMSUNG,Galaxy M14 5G,14200,4.2,Dual Sim,No,Yes,6.6,Android Android 13.0,Octa Core,128 GB,50MP Rear Camera,,"5G, 4G VOLTE",,,,Nano + eSIM,6000 mAh,71.5 mm,146.7 mm,162 g,Dual Sim,No,Primary Camera,ICY Silver
SAMSUNG,Galaxy F23 5G,16999,4.3,Dual Sim,No,Yes,6.6,Android 12,Octa Core,128 GB,50MP + 8MP + 2MP,8MP Front Camera,"5G, 4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,77 mm,165.5 mm,198 g,Dual Sim,No,Primary Camera,Aqua Blue
itel,A60S,6985,4.1,Dual Sim,No,Yes,6.6,Android Q 12,Octa Core,128 GB,8MP Rear Camera,,4G,,,,,5000 mAh,77 mm,165.5 mm,198 g,Dual Sim,No,Primary Camera,SHADOW BLACK
REDMI,Note 12 Pro+ 5G,29999,4.2,Dual Sim,No,Yes,6.67,Android 12,Octa Core,256 GB,200MP + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,4980 mAh,76.03 mm,162.9 mm,208 g,Dual Sim,No,Primary Camera,Obsidian Black
MOTOROLA,Edge 40,29999,4.2,Dual Sim(Physical + eSIM),No,Yes,6.5,Android 13,Octa Core,256 GB,50MP + 13MP,32MP Front Camera,"5G, 4G, 3G, 2G",v5.2,Yes,Yes,,4400 mAh,71.99 mm,158.43 mm,171 g,Dual Sim(Physical + eSIM),No,Primary Camera,Eclipse Black
itel,Ace2 Keypad Mobile| 1000 mAh Battery|Expandable Storage 32GB,899,4,Dual Sim,No,No,1.8,,,4 MB,,0MP Front Camera,2G,,,,Micro Sim,1000 mAh,49 mm,114 mm,52.2 g,Dual Sim,No,,Black
IQOO,Z6 Lite 5G (With Charger),15280,4.3,Dual Sim,Yes,Yes,6.68,Android Q 12,Quad Core,128 GB,50MP Rear Camera,,"5G, 4G VOLTE, 4G",,,,Micro Sim,5000 mAh,49 mm,114 mm,52.2 g,Dual Sim,Yes,Primary Camera,Stellar Green
itel,Magic X Pro 4G| 2500mAh Big Battery| Expandable Storage upto 64GB,2255,3.9,Dual Sim,No,No,2.4,RTOS,,128 MB,0.3MP Rear Camera,,4G,,Yes,,,2500 mAh,49 mm,114 mm,52.2 g,Dual Sim,No,,Blue
POCO,X5 Pro 5G,19999,4.3,Dual Sim,No,Yes,6.67,Android 12,Octa Core,128 GB,108MP + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.1,Yes,Yes,Nano Sim,5000 mAh,76.03 mm,162.91 mm,181 g,Dual Sim,No,Primary Camera,Astral Black
POCO,X5 Pro 5G,21999,4.3,Dual Sim,No,Yes,6.67,Android 12,Octa Core,256 GB,108MP + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.1,Yes,Yes,Nano Sim,5000 mAh,76.03 mm,162.91 mm,181 g,Dual Sim,No,Primary Camera,Astral Black
POCO,C50,6299,4,Dual Sim,No,Yes,6.52,Android 12 Go,,32 GB,8MP Dual Camera,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.45 mm,164.9 mm,192 g,Dual Sim,No,Primary Camera,Country Green
POCO,M4 Pro,12999,4.2,Dual Sim,No,Yes,6.43,Android 11,Octa Core,128 GB,64MP + 8MP + 2MP,16MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,73.8 mm,159.8 mm,179.5 g,Dual Sim,No,Primary Camera,Yellow
SAMSUNG,Guru Music 2,2449,4.3,Dual Sim,No,No,2,0,,,64MP + 8MP + 2MP,16MP Front Camera,2G,,,,Full Size SIM,800 mAh,,,74.98 g,Dual Sim,No,Primary Camera,Black
SAMSUNG,Galaxy F14 5G,14990,4.2,Dual Sim,No,Yes,6.6,Android 13,Octa Core,128 GB,50MP + 2MP,13MP Front Camera,"2G, 3G, 4G, 5G",v5.2,Yes,Yes,Nano Sim,6000 mAh,77.2 mm,166.8 mm,205 g,Dual Sim,No,Primary Camera,OMG Black
SAMSUNG,Galaxy F13,10999,4.3,Dual Sim,No,Yes,6.6,Android 12,Octa Core,64 GB,50MP + 5MP + 2MP,8MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,6000 mAh,76.9 mm,165.4 mm,207 g,Dual Sim,No,Primary Camera,Nightsky Green
POCO,M4 5G,12999,4.2,Dual Sim,No,Yes,6.58,Android 12,Octa Core,128 GB,50MP + 2MP,8MP Front Camera,"5G, 4G, 3G, 2G",v5.1,Yes,Yes,Nano,5000 mAh,76.09 mm,163.99 mm,200 g,Dual Sim,No,Primary Camera,Power Black
vivo,T2 5G,18999,4.4,Dual Sim,Yes,Yes,6.38,Android 13,Octa Core,128 GB,64 MP (OIS) + 2MP,16MP Front Camera,"5G, 4G, 3G",v5.1,Yes,Yes,Nano Sim,4500 mAh,73.53 mm,158.91 mm,172 g,Dual Sim,Yes,Primary Camera,Velocity Wave
vivo,T2 5G,20999,4.4,Dual Sim,Yes,Yes,6.38,Android 13,Octa Core,128 GB,64 MP (OIS) + 2MP,16MP Front Camera,"5G, 4G, 3G",v5.1,Yes,Yes,Nano Sim,4500 mAh,73.53 mm,158.91 mm,172 g,Dual Sim,Yes,Primary Camera,Nitro Blaze
vivo,V27 5G,32999,4.4,Dual Sim,Yes,Yes,6.78,Android 13,Octa Core,128 GB,50MP (OIS) + 8MP + 2MP,50MP Front Camera,"5G, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim,4600 mAh,74.8 mm,164.1 mm,180 g,Dual Sim,Yes,Primary Camera,Magic Blue
SAMSUNG,Galaxy M14 5G,14654,4.2,Dual Sim,No,Yes,6.6,Android Android 13.0,Octa Core,128 GB,50MP Rear Camera,,"5G, 4G VOLTE",,,,Nano Sim,6000 mAh,74.8 mm,164.1 mm,180 g,Dual Sim,No,Primary Camera,Berry Blue
vivo,T2 5G,18999,4.4,Dual Sim,Yes,Yes,6.38,Android 13,Octa Core,128 GB,64 MP (OIS) + 2MP,16MP Front Camera,"5G, 4G, 3G",v5.1,Yes,Yes,Nano Sim,4500 mAh,73.53 mm,158.91 mm,172 g,Dual Sim,Yes,Primary Camera,Nitro Blaze
REDMI,12,11499,4.2,Dual Sim,Yes,Yes,6.79,Android 13,Octa Core,128 GB,50MP + 8MP + 2MP,8MP Front Camera,"2G, 3G, 4G, 4G VOLTE",v5.3,Yes,Yes,Nano Sim,5000 mAh,76.28 mm,168.6 mm,198.5 g,Dual Sim,Yes,Primary Camera,Pastel Blue
Infinix,HOT 30 5G,13499,4.2,Dual Sim,No,Yes,6.78,Android 13,Octa Core,128 GB,50 MP + AI Lens,8MP Front Camera,"2G, 3G, 4G, 5G",v5.0,Yes,Yes,Nano Sim,6000 mAh,76.51 mm,168.51 mm,215 g,Dual Sim,No,,Aurora Blue
vivo,V27 5G,32999,4.4,Dual Sim,No,Yes,6.78,Android 13,Octa Core,128 GB,50MP (OIS) + 8MP + 2MP,50MP Front Camera,"5G, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim,4600 mAh,74.8 mm,164.1 mm,180 g,Dual Sim,No,Primary Camera,Noble Black
OnePlus,Nord CE3 5G,26450,4.4,Dual Sim,No,Yes,6.7,Android Oxygen Android 13.1,Octa Core,128 GB,50MP Rear Camera,,5G,,,,Nano Sim,5000 mAh,74.8 mm,164.1 mm,180 g,Dual Sim,No,Primary Camera,Aqua Surge
realme,11 Pro+ 5G,27999,4.3,Dual Sim,Yes,Yes,6.7,Android 13,Octa Core,256 GB,200MP (OIS) + 8MP + 2MP,32MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,73.9 mm,161.6 mm,189 g,Dual Sim,Yes,Primary Camera,Oasis Green
POCO,M6 Pro 5G,11999,4.4,Dual Sim,Yes,Yes,6.79,Android 13,Octa Core,128 GB,50MP + 2MP,8MP Front Camera,"2G, 3G, 4G, 4G VOLTE, 5G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.28 mm,168.6 mm,199 g,Dual Sim,Yes,Primary Camera,Power Black
MOTOROLA,g54 5G,15999,4.1,Dual Sim,Yes,Yes,6.5,Android 13,Octa Core,128 GB,50MP (OIS) + 8MP,16MP Front Camera,"2G, 3G, 4G, 5G",v5.3,Yes,Yes,Nano Sim,6000 mAh,73.82 mm,161.56 mm,192 g,Dual Sim,Yes,Primary Camera,Pearl Blue
OnePlus,Nord CE3 5G,26696,4.4,Dual Sim,No,Yes,6.7,Android Oxygen Android 13.1,Octa Core,128 GB,50MP Rear Camera,,5G,,,,Nano Sim,5000 mAh,73.82 mm,161.56 mm,192 g,Dual Sim,No,Primary Camera,Grey Shimmer
realme,11 Pro 5G,24999,4.3,Dual Sim,Yes,Yes,6.7,Android 13,Octa Core,256 GB,100MP (OIS) + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,73.9 mm,161.6 mm,191 g,Dual Sim,Yes,Primary Camera,Oasis Green
POCO,M6 Pro 5G,12999,4.3,Dual Sim,Yes,Yes,6.79,Android 13,Octa Core,128 GB,50MP + 2MP,8MP Front Camera,"2G, 3G, 4G, 4G VOLTE, 5G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.28 mm,168.6 mm,199 g,Dual Sim,Yes,Primary Camera,Power Black
realme,11 Pro+ 5G,29999,4.3,Dual Sim,Yes,Yes,6.7,Android 13,Octa Core,256 GB,200MP (OIS) + 8MP + 2MP,32MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,73.9 mm,161.6 mm,189 g,Dual Sim,Yes,Primary Camera,Sunrise Beige
APPLE,iPhone 14 Plus,73999,4.6,Dual Sim(Nano + eSIM),No,Yes,6.7,iOS 16,Hexa Core,128 GB,12MP + 12MP,12MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim + eSIM,4323 mAh,78.1 mm,160.8 mm,203 g,Dual Sim(Nano + eSIM),No,Primary Camera,Blue
realme,11 Pro 5G,24999,4.3,Dual Sim,Yes,Yes,6.7,Android 13,Octa Core,256 GB,100MP (OIS) + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,73.9 mm,161.6 mm,185 g,Dual Sim,Yes,Primary Camera,Astral Black
vivo,V29e 5G,28999,4.4,Dual Sim,Yes,Yes,6.78,Android 13,Octa Core,256 GB,64MP + 8MP,50MP Front Camera,"2G, 3G, 4G, 5G",v5.1,Yes,Yes,Nano Sim,5000 mAh,74.92 mm,164.42 mm,180.5 g,Dual Sim,Yes,Primary Camera,Artistic Blue
MOTOROLA,e13,6999,4,Dual Sim,No,Yes,6.5,Android 13 (Go Edition),Octa Core,64 GB,13MP Rear Camera,5MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,74.95 mm,164.19 mm,179.5 g,Dual Sim,No,,Cosmic Black
POCO,M6 Pro 5G,11999,4.4,Dual Sim,Yes,Yes,6.79,Android 13,Octa Core,128 GB,50MP + 2MP,8MP Front Camera,"2G, 3G, 4G, 4G VOLTE, 5G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.28 mm,168.6 mm,199 g,Dual Sim,Yes,Primary Camera,Forest Green
POCO,C50,5499,4.2,Dual Sim,No,Yes,6.52,Android 12 Go,,32 GB,8MP Dual Camera,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.45 mm,164.9 mm,192 g,Dual Sim,No,Primary Camera,Royal Blue
REDMI,A2,7240,4.1,Dual Sim,No,Yes,6.52,Android Android 13,Octa Core,64 GB,8MP Rear Camera,,4G VOLTE,,,,Nano Sim,5000 mAh,76.45 mm,164.9 mm,192 g,Dual Sim,No,Primary Camera,Classic Black
REDMI,12,11499,4.2,Dual Sim,Yes,Yes,6.79,Android 13,Octa Core,128 GB,50MP + 8MP + 2MP,8MP Front Camera,"2G, 3G, 4G, 4G VOLTE",v5.3,Yes,Yes,Nano Sim,5000 mAh,76.28 mm,168.6 mm,198.5 g,Dual Sim,Yes,Primary Camera,Moonstone Silver
Infinix,SMART 7,7799,4.3,Dual Sim,No,Yes,6.6,Android 12,Octa Core,128 GB,13MP + AI Lens,5MP Front Camera,"4G, 3G, 2G",v4.2,Yes,Yes,Nano Sim,6000 mAh,75.63 mm,164.2 mm,207 g,Dual Sim,No,,Emerald Green
MOTOROLA,G32,11999,4.1,Dual Sim,No,Yes,6.5,Android 12,Octa Core,128 GB,50MP + 8MP + 2MP,16MP Front Camera,"4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,73.84 mm,161.78 mm,180 g,Dual Sim,No,Primary Camera,Mineral Gray
POCO,M6 Pro 5G,10999,4.4,Dual Sim,Yes,Yes,6.79,Android 13,Octa Core,64 GB,50MP + 2MP,8MP Front Camera,"2G, 3G, 4G, 4G VOLTE, 5G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.28 mm,168.6 mm,199 g,Dual Sim,Yes,Primary Camera,Power Black
Infinix,SMART 7,7799,4.3,Dual Sim,No,Yes,6.6,Android 12,Octa Core,128 GB,13MP + AI Lens,5MP Front Camera,"4G, 3G, 2G",v4.2,Yes,Yes,Nano Sim,6000 mAh,75.63 mm,164.2 mm,207 g,Dual Sim,No,,Azure Blue
realme,C51,8999,4.4,Dual Sim,No,Yes,6.74,Android 13,Octa Core,64 GB,50MP + 0.08MP,5MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.67 mm,167.16 mm,186 g,Dual Sim,No,Primary Camera,Carbon Black
REDMI,12,11499,4.2,Dual Sim,Yes,Yes,6.79,Android 13,Octa Core,128 GB,50MP + 8MP + 2MP,8MP Front Camera,"2G, 3G, 4G, 4G VOLTE",v5.3,Yes,Yes,Nano Sim,5000 mAh,76.28 mm,168.6 mm,198.5 g,Dual Sim,Yes,Primary Camera,Jade Black
POCO,C51,5999,4.1,Dual Sim,No,Yes,6.52,Android 13,Octa Core,64 GB,8MP Dual Rear Camera,5MP Front Camera,"2G, 3G, 4G, 4G VOLTE",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.75 mm,164.9 mm,192 g,Dual Sim,No,Primary Camera,Power Black
Infinix,HOT 30i,8399,4.2,Dual Sim,No,Yes,6.6,Android 12,Octa Core,64 GB,50MP + AI Lens,5MP Front Camera,"2G, 3G, 4G",v5.0,Yes,Yes,Nano Sim,5000 mAh,75.75 mm,164 mm,191 g,Dual Sim,No,,Mirror Black
MOTOROLA,e13,7999,4,Dual Sim,No,Yes,6.5,Android 13 (Go Edition),Octa Core,64 GB,13MP Rear Camera,5MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,74.95 mm,164.19 mm,179.5 g,Dual Sim,No,,Aurora Green
realme,C51,8999,4.4,Dual Sim,No,Yes,6.74,Android 13,Octa Core,64 GB,50MP + 0.08MP,5MP Front Camera,"2G, 3G, 4G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.67 mm,167.16 mm,186 g,Dual Sim,No,Primary Camera,Mint Green
Infinix,SMART 7,9999,4.3,Dual Sim,No,Yes,6.6,Android 12,Octa Core,64 GB,13MP + AI Lens,5MP Front Camera,"4G, 3G, 2G",v4.2,Yes,Yes,Nano Sim,6000 mAh,75.63 mm,164.2 mm,207 g,Dual Sim,No,,Azure Blue
POCO,C50,5499,4.2,Dual Sim,No,Yes,6.52,Android 12 Go,,32 GB,8MP Dual Camera,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.45 mm,164.9 mm,192 g,Dual Sim,No,Primary Camera,Country Green
MOTOROLA,e32,8999,3.9,Dual Sim,No,Yes,6.5,Android 12,Octa Core,64 GB,50MP + 2MP,8MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,74.94 mm,163.95 mm,185 g,Dual Sim,No,Primary Camera,Arctic Blue
Infinix,SMART 7,9999,4.3,Dual Sim,No,Yes,6.6,Android 12,Octa Core,64 GB,13MP + AI Lens,5MP Front Camera,"4G, 3G, 2G",v4.2,Yes,Yes,Nano Sim,6000 mAh,75.63 mm,164.2 mm,207 g,Dual Sim,No,,Emerald Green
realme,11x 5G,14999,4.4,Dual Sim,No,Yes,6.72,Android 13,Octa Core,128 GB,64MP + 2MP,8MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,76 mm,165.7 mm,190 g,Dual Sim,No,Primary Camera,Purple Dawn
REDMI,12,9999,4.2,Dual Sim,Yes,Yes,6.79,Android 13,Octa Core,128 GB,50MP + 8MP + 2MP,8MP Front Camera,"2G, 3G, 4G, 4G VOLTE",v5.3,Yes,Yes,Nano Sim,5000 mAh,76.28 mm,168.6 mm,198.5 g,Dual Sim,Yes,Primary Camera,Jade Black
REDMI,12,9999,4.2,Dual Sim,Yes,Yes,6.79,Android 13,Octa Core,128 GB,50MP + 8MP + 2MP,8MP Front Camera,"2G, 3G, 4G, 4G VOLTE",v5.3,Yes,Yes,Nano Sim,5000 mAh,76.28 mm,168.6 mm,198.5 g,Dual Sim,Yes,Primary Camera,Pastel Blue
Infinix,SMART 7,7799,4.3,Dual Sim,No,Yes,6.6,Android 12,Octa Core,128 GB,13MP + AI Lens,5MP Front Camera,"4G, 3G, 2G",v4.2,Yes,Yes,Nano Sim,6000 mAh,75.63 mm,164.2 mm,207 g,Dual Sim,No,,Night Black
SAMSUNG,Galaxy M33 5G,17399,4.2,Dual Sim,No,Yes,6.6,Android 12,Octa Core,128 GB,50MP Rear Camera,8MP Front Camera,5G,,,,Nano Sim,6000 mAh,75.63 mm,164.2 mm,207 g,Dual Sim,No,Primary Camera,Deep Ocean Blue
SAMSUNG,Galaxy F04,8499,4.2,Dual Sim,No,Yes,6.5,Android 12,,64 GB,13MP + 2MP,5MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,75.9 mm,164.2 mm,188 g,Dual Sim,No,Primary Camera,Opal Green
REDMI,K50i 5G,23999,4.2,Dual Sim,No,Yes,6.6,Android 12,Octa Core,256 GB,64MP + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.3,,Yes,Nano Sim,5080 mAh,74.29 mm,163.64 mm,200 g,Dual Sim,No,Primary Camera,Quick Silver
realme,C30s,6999,4.4,Dual Sim,No,Yes,6.5,Android 12,Octa Core,32 GB,8MP Rear Camera,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v4.2,,Yes,Nano Sim,5000 mAh,75.7 mm,164.2 mm,186 g,Dual Sim,No,,Stripe Blue
SAMSUNG,Galaxy F14 5G,13990,4.2,Dual Sim,No,Yes,6.6,Android 13,Octa Core,128 GB,50MP + 2MP,13MP Front Camera,"2G, 3G, 4G, 5G",v5.2,Yes,Yes,Nano Sim,6000 mAh,77.2 mm,166.8 mm,205 g,Dual Sim,No,Primary Camera,GOAT Green
KARBONN,KX 29,1538,3.8,Dual Sim,No,No,2.4,Android 13,Octa Core,32 MB,0.3MP Rear Camera,,2G,,,,,2700 mAh,77.2 mm,166.8 mm,205 g,Dual Sim,No,,grey blue
SAMSUNG,Galaxy F62,19990,4.2,Dual Sim,No,Yes,6.7,Android 11,Octa Core,128 GB,64MP + 12MP + 5MP + 5MP,32MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,7000 mAh,76.3 mm,163.9 mm,218 g,Dual Sim,No,Primary Camera,Laser Blue
APPLE,iPhone 14 Pro,119900,4.6,Dual Sim(Nano + eSIM),No,Yes,6.1,iOS 16,Hexa Core,128 GB,48MP + 12MP + 12MP,12MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim + eSIM,3200 mAh,71.5 mm,147.5 mm,206 g,Dual Sim(Nano + eSIM),No,Primary Camera,Deep Purple
APPLE,iPhone 12,51999,4.6,Dual Sim,No,Yes,6.1,iOS 14,,128 GB,12MP + 12MP,12MP Front Camera,"5G, 4G, 3G, 2G",v5.0,Yes,Yes,Nano + eSIM,3200 mAh,71.5 mm,146.7 mm,162 g,Dual Sim,No,Primary Camera,Purple
realme,Narzo N53,9770,4.2,Dual Sim,No,Yes,6.74,Android Android 13.0,Octa Core,64 GB,50MP Rear Camera,,4G VOLTE,,,,Nano + eSIM,5000 mAh,71.5 mm,146.7 mm,162 g,Dual Sim,No,Primary Camera,Feather Gold
Tecno,Spark Go 2023,6795,4.1,Dual Sim,No,Yes,6.56,Android 12,,32 GB,13MP Rear Camera,,4G VOLTE,,,,Neno-SIM card,5000 mAh,,,220 g,Dual Sim,No,Primary Camera,Endless Black
REDMI,A2+,8499,4,Dual Sim,No,Yes,6.52,Android Android 13,Octa Core,64 GB,8MP Rear Camera,,4G VOLTE,,,,Neno-SIM card,5000 mAh,,,220 g,Dual Sim,No,Primary Camera,?Aqua Blue
