Brand,Model Name,Price,Rating,SIM Type,Hybrid Sim Slot,Touchscreen,Display_size,Operating System,Processor Core,Internal Storage,Primary Camera,Secondary Camera,Network Type,Bluetooth Version,Wi-Fi,GPS Support,SIM Size,Battery Capacity,Width,Height,Weight,SIM Type,Hybrid Sim Slot,Dual Camera Lens,Color
MOTOROLA,g54 5G,18999,3.9,Dual Sim,Yes,Yes,6.5,Android 13,Octa Core,256 GB,50MP (OIS) + 8MP,16MP Front Camera,"2G, 3G, 4G, 5G",v5.3,Yes,Yes,Nano Sim,6000 mAh,73.82 mm,161.56 mm,192 g,Dual Sim,Yes,Primary Camera,Mint Green
Infinix,Note 30 5G,15999,4.2,Dual Sim,No,Yes,6.78,Android 13,Octa Core,256 GB,108 MP + 2 MP+ AI Lens,16MP Front Camera,"2G, 3G, 4G, 5G",v5.1,Yes,Yes,Nano Sim,5000 mAh,76.51 mm,168.51 mm,204.7 g,Dual Sim,No,Primary Camera,Interstellar Blue
MOTOROLA,g14,9999,4.1,Dual Sim,No,Yes,6.5,Android 13,Octa Core,128 GB,50MP + 2MP,8MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,73.82 mm,161.46 mm,177 g,Dual Sim,No,Primary Camera,Steel Gray
MOTOROLA,g84 5G,19999,4.2,Dual Sim,No,Yes,6.55,Android 13,Octa Core,256 GB,50MP (OIS) + 8MP,16MP Front Camera,"2G, 3G, 4G, 5G",v5.1,Yes,Yes,Nano Sim,5000 mAh,74.4 mm,160 mm,168.3 g,Dual Sim,No,Primary Camera,Viva Magneta
MOTOROLA,e13,8999,3.9,Dual Sim,No,Yes,6.5,Android 13 (Go Edition),Octa Core,128 GB,13MP Rear Camera,5MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,74.95 mm,164.19 mm,179.5 g,Dual Sim,No,,Creamy White
MOTOROLA,g54 5G,18999,3.9,Dual Sim,Yes,Yes,6.5,Android 13,Octa Core,256 GB,50MP (OIS) + 8MP,16MP Front Camera,"2G, 3G, 4G, 5G",v5.3,Yes,Yes,Nano Sim,6000 mAh,73.82 mm,161.56 mm,192 g,Dual Sim,Yes,Primary Camera,Midnight Blue
Infinix,Note 30 5G,15999,4.2,Dual Sim,No,Yes,6.78,Android 13,Octa Core,256 GB,108 MP + 2 MP+ AI Lens,16MP Front Camera,"2G, 3G, 4G, 5G",v5.1,Yes,Yes,Nano Sim,5000 mAh,76.51 mm,168.51 mm,204.7 g,Dual Sim,No,Primary Camera,Magic Black
POCO,M5,8499,4.1,Dual Sim,No,Yes,6.58,Android 12,Octa Core,64 GB,50MP + 2MP Depth Sensor + 2MP Macro Sensor,8MP Front Camera,"4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim,5000 mAh,76.09 mm,163.99 mm,201 g,Dual Sim,No,,Icy Blue
realme,11 Pro 5G,23999,4.3,Dual Sim,Yes,Yes,6.7,Android 13,Octa Core,128 GB,100MP (OIS) + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,73.9 mm,161.6 mm,191 g,Dual Sim,Yes,Primary Camera,Oasis Green
Micromax,X512,985,4,Dual Sim,No,No,1.77,,,32 MB,0.3MP Rear Camera,,2G,,,,Nano Sim,1750 mAh,73.9 mm,161.6 mm,191 g,Dual Sim,No,,Black&Red
MarQ,M80 Jalwa,999,3.9,Dual Sim,No,No,2.8,,,32 MB,0.3MP Rear Camera,,2G,v4.2,,No,Standard+ Micro,1450 mAh,73.9 mm,161.6 mm,191 g,Dual Sim,No,,Black
SAMSUNG,Guru Music 2,2890,4.3,Dual Sim,No,No,2,1,Single Core,,,0MP Front Camera,2G,0,No,No,Full Size SIM,800 mAh,60 mm,120 mm,74.98 g,Dual Sim,No,,White
POCO,X5 Pro 5G,19999,4.3,Dual Sim,No,Yes,6.67,Android 12,Octa Core,128 GB,108MP + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.1,Yes,Yes,Nano Sim,5000 mAh,76.03 mm,162.91 mm,181 g,Dual Sim,No,Primary Camera,Horizon Blue
MOTOROLA,e13,6999,4,Dual Sim,No,Yes,6.5,Android 13 (Go Edition),Octa Core,64 GB,13MP Rear Camera,5MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,74.95 mm,164.19 mm,179.5 g,Dual Sim,No,,Aurora Green
SAMSUNG,Guru Music 2,2880,4.3,Dual Sim,No,No,2,,,,13MP Rear Camera,5MP Front Camera,2G,,,,,800 mAh,,,74.98 g,Dual Sim,No,,Gold
MOTOROLA,G32,11999,4.1,Dual Sim,No,Yes,6.5,Android 12,Octa Core,128 GB,50MP + 8MP + 2MP,16MP Front Camera,"4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,73.84 mm,161.78 mm,180 g,Dual Sim,No,Primary Camera,Satin Maroon
POCO,M4 Pro,11499,4.3,Dual Sim,No,Yes,6.43,Android 11,Octa Core,128 GB,64MP + 8MP + 2MP,16MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,73.8 mm,159.8 mm,179.5 g,Dual Sim,No,Primary Camera,Yellow
Infinix,HOT 30 5G,12499,4.1,Dual Sim,No,Yes,6.78,Android 13,Octa Core,128 GB,50 MP + AI Lens,8MP Front Camera,"2G, 3G, 4G, 5G",v5.0,Yes,Yes,Nano Sim,6000 mAh,76.51 mm,168.51 mm,215 g,Dual Sim,No,,Miami Orange
REDMI,Note 12 Pro 5G,23999,4.2,Dual Sim,No,Yes,6.67,Android 12,Octa Core,128 GB,50MP (OIS) + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,76.03 mm,162.9 mm,187 g,Dual Sim,No,Primary Camera,Stardust Purple
REDMI,12 5G,13227,4.2,Dual Sim,Yes,Yes,6.79,Android Q 13,Octa Core,128 GB,50MP Rear Camera,,5G,,,,Nano Sim,5000 mAh,76.03 mm,162.9 mm,187 g,Dual Sim,Yes,Primary Camera,Moonstone Silver
Micromax,X512,1079,3.9,Dual Sim,No,No,1.77,,,24 MB,0.3MP Rear Camera,,2G,,,,,1750 mAh,76.03 mm,162.9 mm,187 g,Dual Sim,No,,Blue
POCO,X5 5G,14999,4.1,Dual Sim,Yes,Yes,6.67,Android 12,Octa Core,128 GB,48MP + 8MP + 2MP,13MP Front Camera,"2G, 3G, 4G, 4G VOLTE, 5G",v5.1,Yes,Yes,Nano Sim,5000 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,Yes,Primary Camera,Jaguar Black
OPPO,F21 Pro,18778,4.3,Dual Sim,No,Yes,6.43,Android Q Android 11,Octa Core,128 GB,64MP Rear Camera,32MP Front Camera,4G VOLTE,,Yes,,Nano Sim,4500 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,No,Primary Camera,Sunset Orange
POCO,X5 5G,14999,4.1,Dual Sim,Yes,Yes,6.67,Android 12,Octa Core,128 GB,48MP + 8MP + 2MP,13MP Front Camera,"2G, 3G, 4G, 4G VOLTE, 5G",v5.1,Yes,Yes,Nano Sim,5000 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,Yes,Primary Camera,Wildcat Blue
MarQ,M80 Jalwa,999,3.9,Dual Sim,No,No,2.8,Android 12,Octa Core,32 MB,0.3MP Rear Camera,,2G,v4.2,,No,Standard+ Micro,1450 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,No,,Navy Blue
OnePlus,Nord CE3 5G,28839,4.4,Dual Sim,Yes,Yes,6.7,Android Oxygen Android 13.1,Octa Core,256 GB,50MP Rear Camera,,5G,,,,Standard+ Micro,5000 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,Yes,Primary Camera,Grey Shimmer
POCO,X5 5G,16999,4.1,Dual Sim,Yes,Yes,6.67,Android 12,Octa Core,256 GB,48MP + 8MP + 2MP,13MP Front Camera,"2G, 3G, 4G, 4G VOLTE, 5G",v5.1,Yes,Yes,Nano Sim,5000 mAh,76.21 mm,165.88 mm,188 g,Dual Sim,Yes,Primary Camera,Jaguar Black
Infinix,HOT 30 5G,13499,4.2,Dual Sim,No,Yes,6.78,Android 13,Octa Core,128 GB,50 MP + AI Lens,8MP Front Camera,"2G, 3G, 4G, 5G",v5.0,Yes,Yes,Nano Sim,6000 mAh,76.51 mm,168.51 mm,215 g,Dual Sim,No,,Knight Black
OPPO,A78 5G,18999,4.3,Dual Sim,No,Yes,6.56,Android 13,Octa Core,128 GB,50MP + 2MP,8MP Front Camera,"2G, 3G, 4G, 5G",v5.3,Yes,Yes,Nano Sim,5000 mAh,75.1 mm,163.8 mm,188 g,Dual Sim,No,Primary Camera,Glowing Black
POCO,X5 Pro 5G,21999,4.3,Dual Sim,No,Yes,6.67,Android 12,Octa Core,256 GB,108MP + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.1,Yes,Yes,Nano Sim,5000 mAh,76.03 mm,162.91 mm,181 g,Dual Sim,No,Primary Camera,Horizon Blue
REDMI,12 5G,16445,4.1,Dual Sim,Yes,Yes,6.79,Android Q 13,Octa Core,256 GB,50MP Rear Camera,,5G,,,,Nano Sim,5000 mAh,76.03 mm,162.91 mm,181 g,Dual Sim,Yes,Primary Camera,Jade Black
OPPO,A78 5G,18999,4.3,Dual Sim,No,Yes,6.56,Android 13,Octa Core,128 GB,50MP + 2MP,8MP Front Camera,"2G, 3G, 4G, 5G",v5.3,Yes,Yes,Nano Sim,5000 mAh,75.1 mm,163.8 mm,188 g,Dual Sim,No,Primary Camera,Glowing Blue
realme,10 Pro 5G,17999,4.3,Dual Sim,Yes,Yes,6.72,Android 13,Octa Core,128 GB,108MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.1,,Yes,Nano Sim,5000 mAh,74.2 mm,163.7 mm,192 g,Dual Sim,Yes,Primary Camera,Hyperspace
OnePlus,11R 5G,39988,4.5,Dual Sim,No,Yes,6.7,Android Oxygen OxygenOS based on Android 13,Octa Core,128 GB,50MP Rear Camera,,5G,,,,Nano Sim,5000 mAh,74.2 mm,163.7 mm,192 g,Dual Sim,No,Primary Camera,Sonic Black
POCO,M5,8499,4.1,Dual Sim,No,Yes,6.58,Android 12,Octa Core,64 GB,50MP + 2MP Depth Sensor + 2MP Macro Sensor,8MP Front Camera,"4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim,5000 mAh,76.09 mm,163.99 mm,201 g,Dual Sim,No,,Power Black
MOTOROLA,e13,7999,4,Dual Sim,No,Yes,6.5,Android 13 (Go Edition),Octa Core,64 GB,13MP Rear Camera,5MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,74.95 mm,164.19 mm,179.5 g,Dual Sim,No,,Creamy White
realme,10 Pro 5G,17999,4.3,Dual Sim,Yes,Yes,6.72,Android 13,Octa Core,128 GB,108MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.1,,Yes,Nano Sim,5000 mAh,74.2 mm,163.7 mm,190 g,Dual Sim,Yes,Primary Camera,Dark Matter
MOTOROLA,Edge 30 Ultra,59999,4.2,Dual Sim,No,Yes,6.67,Android 12,Octa Core,256 GB,200MP + 50MP + 12MP,60MP Front Camera,"5G, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,4610 mAh,73.5 mm,161.76 mm,198.5 g,Dual Sim,No,Primary Camera,Starlight White
OnePlus,11R 5G,44995,4.5,Dual Sim,No,Yes,6.7,Android Oxygen OxygenOS based on Android 13,Octa Core,256 GB,50MP Rear Camera,,5G,,,,Nano Sim,5000 mAh,73.5 mm,161.76 mm,198.5 g,Dual Sim,No,Primary & Secondary Camera,Sonic Black
APPLE,iPhone 14,64999,4.6,Dual Sim(Nano + eSIM),No,Yes,6.1,iOS 16,Hexa Core,128 GB,12MP + 12MP,12MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim + eSIM,3279 mAh,71.5 mm,146.7 mm,172 g,Dual Sim(Nano + eSIM),No,Primary Camera,Starlight
APPLE,iPhone 14,64999,4.6,Dual Sim(Nano + eSIM),No,Yes,6.1,iOS 16,Hexa Core,128 GB,12MP + 12MP,12MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim + eSIM,3279 mAh,71.5 mm,146.7 mm,172 g,Dual Sim(Nano + eSIM),No,Primary Camera,Purple
LAVA,A1 Josh with BOL,1049,4.1,Dual Sim,No,No,1.77,,,4 MB,,,2G,,No,,Micro,1000 mAh,48 mm,112.2 mm,70 g,Dual Sim,No,,"Blue, Silver"
MarQ,M70 Shakti,749,3.9,Dual Sim,No,No,2.4,,,32 MB,0.3MP Rear Camera,,2G,v4.2,,No,Standard+ Micro,3000 mAh,48 mm,112.2 mm,70 g,Dual Sim,No,,Blue
OnePlus,11R 5G,39779,4.5,Dual Sim,No,Yes,6.7,Android Oxygen OxygenOS based on Android 13,Octa Core,128 GB,50MP Rear Camera,,5G,,,,Standard+ Micro,5000 mAh,48 mm,112.2 mm,70 g,Dual Sim,No,Primary Camera,Sonic Black
POCO,C50,6299,4,Dual Sim,No,Yes,6.52,Android 12 Go,,32 GB,8MP Dual Camera,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.45 mm,164.9 mm,192 g,Dual Sim,No,Primary Camera,Royal Blue
Nokia,"105 Single SIM, Keypad Mobile Phone with Wireless FM Radio",1499,4.1,Single Sim,No,No,1.77,Symbian,,32 MB,,0MP Front Camera,2G,,No,No,Mini Sim,800 mAh,49.9 mm,115.2 mm,51 g,Single Sim,No,,Charcoal
POCO,M4 Pro,12999,4.2,Dual Sim,No,Yes,6.43,Android 11,Octa Core,128 GB,64MP + 8MP + 2MP,16MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,73.8 mm,159.8 mm,179.5 g,Dual Sim,No,Primary Camera,Cool Blue
REDMI,12 5G,16347,4.1,Dual Sim,Yes,Yes,6.79,Android Q 13,Octa Core,256 GB,50MP Rear Camera,,5G,,,,Nano Sim,5000 mAh,73.8 mm,159.8 mm,179.5 g,Dual Sim,Yes,Primary Camera,Moonstone Silver
MOTOROLA,g14,9999,4.1,Dual Sim,No,Yes,6.5,Android 13,Octa Core,128 GB,50MP + 2MP,8MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,73.82 mm,161.46 mm,177 g,Dual Sim,No,Primary Camera,Butter Cream
realme,C53,11999,4.4,Dual Sim,No,Yes,6.74,Android 13,Octa Core,128 GB,108MP + 2MP,8MP Front Camera,"2G, 3G, 4G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.67 mm,167.16 mm,186 g,Dual Sim,No,Primary Camera,Champion Gold
realme,C53,11999,4.4,Dual Sim,No,Yes,6.74,Android 13,Octa Core,128 GB,108MP + 2MP,8MP Front Camera,"2G, 3G, 4G",v5.0,Yes,Yes,Nano Sim,5000 mAh,76.67 mm,167.16 mm,186 g,Dual Sim,No,Primary Camera,Champion Black
APPLE,iPhone 13,52499,4.7,Dual Sim,No,Yes,6.1,iOS 15,Hexa Core,128 GB,12MP + 12MP,12MP Front Camera,"5G, 4G, 3G, 2G",v5.0,Yes,Yes,Nano + eSIM,3240 mAh,71.5 mm,146.7 mm,173 g,Dual Sim,No,Primary Camera,Green
REDMI,12 5G,16697,4.1,Dual Sim,Yes,Yes,6.79,Android Q 13,Octa Core,256 GB,50MP Rear Camera,,5G,,,,Nano + eSIM,5000 mAh,71.5 mm,146.7 mm,173 g,Dual Sim,Yes,Primary Camera,Pastel Blue
Nokia,"105 Single SIM, Keypad Mobile Phone with Wireless FM Radio",1599,4.1,Single Sim,No,No,1.77,,,32 MB,0MP,0MP Front Camera,2G,,No,No,Mini Sim,1000 mAh,,,79.7 g,Single Sim,No,,Charcoal
Google,Pixel 6a,43999,4.3,Dual Sim,No,Yes,6.14,Android 12,,128 GB,12.2MP + 12MP,8MP Front Camera,"5G, 4G, 3G, 2G",v5.2,,Yes,Nano Sim,4410 mAh,71.8 mm,152.2 mm,178 g,Dual Sim,No,Primary Camera,Charcoal
realme,11 5G,18999,4.3,Dual Sim,No,Yes,6.72,Android 13,Octa Core,128 GB,108MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,76 mm,165.7 mm,190 g,Dual Sim,No,Primary Camera,Glory Black
Google,Pixel 6a,43999,4.3,Dual Sim,No,Yes,6.14,Android 12,,128 GB,12.2MP + 12MP,8MP Front Camera,"5G, 4G, 3G, 2G",v5.2,,Yes,Nano Sim,4410 mAh,71.8 mm,152.2 mm,178 g,Dual Sim,No,Primary Camera,Chalk
realme,11 5G,19999,4.3,Dual Sim,No,Yes,6.72,Android 13,Octa Core,256 GB,108MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,76 mm,165.7 mm,190 g,Dual Sim,No,Primary Camera,Glory Gold
realme,11 Pro 5G,27999,4.3,Dual Sim,Yes,Yes,6.7,Android 13,Octa Core,256 GB,100MP (OIS) + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,73.9 mm,161.6 mm,191 g,Dual Sim,Yes,Primary Camera,Sunrise Beige
Infinix,HOT 30 5G,13499,4.2,Dual Sim,No,Yes,6.78,Android 13,Octa Core,128 GB,50 MP + AI Lens,8MP Front Camera,"2G, 3G, 4G, 5G",v5.0,Yes,Yes,Nano Sim,6000 mAh,76.51 mm,168.51 mm,215 g,Dual Sim,No,,Miami Orange
realme,11 5G,18999,4.3,Dual Sim,No,Yes,6.72,Android 13,Octa Core,128 GB,108MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,76 mm,165.7 mm,190 g,Dual Sim,No,Primary Camera,Glory Gold
Infinix,HOT 30 5G,12499,4.1,Dual Sim,No,Yes,6.78,Android 13,Octa Core,128 GB,50 MP + AI Lens,8MP Front Camera,"2G, 3G, 4G, 5G",v5.0,Yes,Yes,Nano Sim,6000 mAh,76.51 mm,168.51 mm,215 g,Dual Sim,No,,Knight Black
REDMI,11 Prime,10999,4.3,Dual Sim,No,Yes,6.58,Android 12,Octa Core,128 GB,50MP + 2MP + 2MP,8MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v5.3,Yes,Yes,Nano Sim,5000 mAh,76.09 mm,163.99 mm,201 g,Dual Sim,No,Primary Camera,Peppy Purple
Micromax,X512,967,4,Dual Sim,No,No,1.77,,,24 MB,50MP + 2MP + 2MP,8MP Front Camera,2G,,,,,1750 mAh,76.09 mm,163.99 mm,201 g,Dual Sim,No,Primary Camera,Blue
realme,11 5G,19999,4.3,Dual Sim,No,Yes,6.72,Android 13,Octa Core,256 GB,108MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,76 mm,165.7 mm,190 g,Dual Sim,No,Primary Camera,Glory Black
SAMSUNG,Guru Music 2,2499,4.3,Dual Sim,No,No,2,1,Single Core,,,0MP Front Camera,2G,0,No,No,Full Size SIM,800 mAh,60 mm,0 mm,74.98 g,Dual Sim,No,,White
APPLE,iPhone 11,40999,4.6,Dual Sim,No,Yes,6.1,iOS 14.2,,128 GB,12MP + 12MP,12MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v5.0,Yes,Yes,Nano SIM and eSIM,3110 mAh,75.7 mm,150.9 mm,194 g,Dual Sim,No,Primary Camera,Black
Infinix,Smart 7 HD,6199,4.3,Dual Sim,No,Yes,6.6,Android 12,Octa Core,64 GB,8MP + AI Lens,5MP Front Camera,"2G, 3G, 4G",v4.2,Yes,Yes,Nano Sim,5000 mAh,75.51 mm,163.88 mm,196 g,Dual Sim,No,Primary Camera,Jade White
SAMSUNG,Galaxy M04,8127,4.1,Dual Sim,No,Yes,6.5,Android 12,Octa Core,64 GB,13MP + 2MP,5MP Front Camera,4G,,Yes,Yes,Nano,5000 mAh,76 mm,164 mm,188 g,Dual Sim,No,Primary Camera,Dark Blue
realme,11 Pro 5G,23999,4.3,Dual Sim,Yes,Yes,6.7,Android 13,Octa Core,128 GB,100MP (OIS) + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,73.9 mm,161.6 mm,191 g,Dual Sim,Yes,Primary Camera,Sunrise Beige
Infinix,Smart 7 HD,6199,4.3,Dual Sim,No,Yes,6.6,Android 12,Octa Core,64 GB,8MP + AI Lens,5MP Front Camera,"2G, 3G, 4G",v4.2,Yes,Yes,Nano Sim,5000 mAh,75.51 mm,163.88 mm,196 g,Dual Sim,No,Primary Camera,Green Apple
realme,11 Pro 5G,24999,4.3,Dual Sim,Yes,Yes,6.7,Android 13,Octa Core,256 GB,100MP (OIS) + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,73.9 mm,161.6 mm,191 g,Dual Sim,Yes,Primary Camera,Sunrise Beige
SAMSUNG,Guru 1200,2099,4,Single Sim,,No,1.5,,,153 MB,,,,,No,No,Mini SIM,800 mAh,45 mm,108 mm,66 g,Single Sim,,,Black
realme,11 Pro 5G,23999,4.3,Dual Sim,Yes,Yes,6.7,Android 13,Octa Core,128 GB,100MP (OIS) + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,73.9 mm,161.6 mm,185 g,Dual Sim,Yes,Primary Camera,Astral Black
vivo,T2 5G,20999,4.4,Dual Sim,Yes,Yes,6.38,Android 13,Octa Core,128 GB,64 MP (OIS) + 2MP,16MP Front Camera,"5G, 4G, 3G",v5.1,Yes,Yes,Nano Sim,4500 mAh,73.53 mm,158.91 mm,172 g,Dual Sim,Yes,Primary Camera,Velocity Wave
MOTOROLA,e13,6999,4,Dual Sim,No,Yes,6.5,Android 13 (Go Edition),Octa Core,64 GB,13MP Rear Camera,5MP Front Camera,"4G, 3G, 2G",v5.0,Yes,Yes,Nano Sim,5000 mAh,74.95 mm,164.19 mm,179.5 g,Dual Sim,No,,Creamy White
Infinix,HOT 30 5G,12499,4.1,Dual Sim,No,Yes,6.78,Android 13,Octa Core,128 GB,50 MP + AI Lens,8MP Front Camera,"2G, 3G, 4G, 5G",v5.0,Yes,Yes,Nano Sim,6000 mAh,76.51 mm,168.51 mm,215 g,Dual Sim,No,,Aurora Blue
REDMI,12C,8425,4.2,Dual Sim,No,Yes,6.71,Android 12,Octa Core,128 GB,50MP Rear Camera,5MP Front Camera,"4G VOLTE, 4G",5,Yes,Yes,Nano-SIM,5000 mAh,76.41 mm,168.76 mm,192 g,Dual Sim,No,Primary Camera,Matte Black
REDMI,12C,8462,4.2,Dual Sim,No,Yes,6.71,Android 12,Octa Core,128 GB,50MP Rear Camera,5MP Front Camera,"4G VOLTE, 4G",5,Yes,Yes,Nano-SIM,5000 mAh,76.41 mm,168.76 mm,192 g,Dual Sim,No,Primary Camera,Royal Blue
REDMI,12C,8501,4.2,Dual Sim,No,Yes,6.71,Android 12,Octa Core,128 GB,50MP Rear Camera,5MP Front Camera,"4G VOLTE, 4G",5,Yes,Yes,Nano-SIM,5000 mAh,76.41 mm,168.76 mm,192 g,Dual Sim,No,Primary Camera,Lavender Purple
APPLE,iPhone 11,37999,4.6,Dual Sim,No,Yes,6.1,iOS 14.2,,64 GB,12MP + 12MP,12MP Front Camera,"4G VOLTE, 4G, 3G, 2G",v5.0,Yes,Yes,Nano SIM and eSIM,3110 mAh,75.7 mm,150.9 mm,194 g,Dual Sim,No,Primary Camera,Black
realme,10 Pro 5G,16999,4.3,Dual Sim,Yes,Yes,6.72,Android 13,Octa Core,128 GB,108MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.1,,Yes,Nano Sim,5000 mAh,74.2 mm,163.7 mm,190 g,Dual Sim,Yes,Primary Camera,Dark Matter
POCO,M4 5G,10999,4.2,Dual Sim,No,Yes,6.58,Android 12,Octa Core,64 GB,50MP + 2MP,8MP Front Camera,"5G, 4G, 3G, 2G",v5.1,Yes,Yes,Nano,5000 mAh,76.09 mm,163.99 mm,200 g,Dual Sim,No,Primary Camera,Yellow
SAMSUNG,Galaxy F14 5G,14990,4.2,Dual Sim,No,Yes,6.6,Android 13,Octa Core,128 GB,50MP + 2MP,13MP Front Camera,"2G, 3G, 4G, 5G",v5.2,Yes,Yes,Nano Sim,6000 mAh,77.2 mm,166.8 mm,205 g,Dual Sim,No,Primary Camera,B.A.E. Purple
POCO,M4 5G,10999,4.2,Dual Sim,No,Yes,6.58,Android 12,Octa Core,64 GB,50MP + 2MP,8MP Front Camera,"5G, 4G, 3G, 2G",v5.1,Yes,Yes,Nano,5000 mAh,76.09 mm,163.99 mm,200 g,Dual Sim,No,Primary Camera,Power Black
POCO,M4 5G,12999,4.2,Dual Sim,No,Yes,6.58,Android 12,Octa Core,128 GB,50MP + 2MP,8MP Front Camera,"5G, 4G, 3G, 2G",v5.1,Yes,Yes,Nano,5000 mAh,76.09 mm,163.99 mm,200 g,Dual Sim,No,Primary Camera,Cool Blue
REDMI,12C,8435,4.2,Dual Sim,No,Yes,6.71,Android 12,Octa Core,128 GB,50MP Rear Camera,5MP Front Camera,"4G VOLTE, 4G",5,Yes,Yes,Nano-SIM,5000 mAh,76.41 mm,168.76 mm,192 g,Dual Sim,No,Primary Camera,Mint Green
OnePlus,Nord CE3 5G,28979,4.4,Dual Sim,No,Yes,6.7,Android Oxygen Android 13.1,Octa Core,256 GB,50MP Rear Camera,,5G,,,,Nano-SIM,5000 mAh,76.41 mm,168.76 mm,192 g,Dual Sim,No,Primary Camera,Aqua Surge
REDMI,Note 12 Pro 5G,23999,4.2,Dual Sim,No,Yes,6.67,Android 12,Octa Core,128 GB,50MP (OIS) + 8MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,76.03 mm,162.9 mm,187 g,Dual Sim,No,Primary Camera,Glacier Blue
MarQ,M70 Shakti,749,3.9,Dual Sim,No,No,2.4,Android 12,Octa Core,32 MB,0.3MP Rear Camera,,2G,v4.2,,No,Standard+ Micro,3000 mAh,76.03 mm,162.9 mm,187 g,Dual Sim,No,,Grey
MOTOROLA,G32,11999,4.1,Dual Sim,No,Yes,6.5,Android 12,Octa Core,128 GB,50MP + 8MP + 2MP,16MP Front Camera,"4G, 3G, 2G",v5.2,Yes,Yes,Nano Sim,5000 mAh,73.84 mm,161.78 mm,180 g,Dual Sim,No,Primary Camera,Satin Silver
realme,10 Pro 5G,17999,4.3,Dual Sim,Yes,Yes,6.72,Android 13,Octa Core,128 GB,108MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.1,,Yes,Nano Sim,5000 mAh,74.2 mm,163.7 mm,190 g,Dual Sim,Yes,Primary Camera,Nebula Blue
realme,10 Pro 5G,16999,4.3,Dual Sim,Yes,Yes,6.72,Android 13,Octa Core,128 GB,108MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G",v5.1,,Yes,Nano Sim,5000 mAh,74.2 mm,163.7 mm,192 g,Dual Sim,Yes,Primary Camera,Hyperspace
